5319	מס' מיון	שם הספר	שם המחבר	הוצאה	כרך	מס' עתי'	Date	Initials	Is Bound	Comments	קטיגורי	מס׳ מדף							
126	3.3	חידושי תורה ממרן הח״ח זצ״ל - א -- ברכות	קגן, ישראל מאיר הכהן		א	1	3/19/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.4							
		לקוטי הלכות - בכורות / כריתות / ערכין / נזיר / סוטה / נדה	קגן, ישראל מאיר הכהן	דפוס אופסט ברודי		1	3/18/2019	EB	FALSE		מפרשי הש״ס - הלכה -- אחרוני זמנינו	19.4							
2732	3.3	לקוטי הלכות - זבחים / מנחות / תמיד / תמורה / מעילה	קגן, ישראל מאיר הכהן	דפוס אופסט ברודי		1	3/18/2019	EB	FALSE		מפרשי הש״ס - הלכה -- אחרוני זמנינו	19.4							
139	3.3	לקוטי הלכות - פסחים / חגיגה / ראש השנה / יומא / סוכה / סנהדרין / שבועות / מכות / הוריות / חולין / שבת / פסחים / קידושין / בבא מציעא	קגן, ישראל מאיר הכהן			1	3/18/2019	EB	FALSE		מפרשי הש״ס - הלכה -- אחרוני זמנינו	19.4							
		לקח טוב / אתוון דאורייתא	ענגיל, יוסף	דפוס מרדכי קאהן		1	3/19/2019	EB	FALSE	KLALIM	אנציקלופדיות וכללים	19.4							
104	3.3	על מסכת בבא בתרא - תוספות ישנים / חוסן ישועות	מייזלש, יצחק (חוסן ישועות)			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
		על מסכת ביצה - תלמיד הרמב״ן / שיטה לא נודע למי / תולדות יעקב / בינה לעתים	הופמן, יעקב יהודה / שטרן, משה / קשטרו, יעקב / אייבשיץ, יהונתן			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- ראשונים ואחרונים	19.4							
		על מסכת ברכות - ברכה משולשת / חידושי הרא״ה / חידושי הגר״א / ברכת ראש	יהודה בן שמואל החסיד / אהרן הלוי / קרימר, אליהו מווילנא / אשכנזי, אשר הכהן			1	3/18/2019	EB	FALSE	needs taping	מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
		על מסכת מו״ק - פירוש רש״י / פירוש ר״ש בן היתום / מצבת משה	יצחקי, שלמה (קופפר, אפרים) / שלמה בן היתום / לוריא, משה בצלאל			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- ראשונים ואחרונים	19.4							
		על מסכת מכות - שאגת אריה / שיח יצחק / מנחת יהודה / עיניים למשפט	גינצבורג, אריה ליב / חיות, יצחק / ברוידא, יהודה אידל / אריאלי, יצחק			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
21	3.3	על מסכת מקואות - שער המים לרשב״א / גידולי טהרה / מי השילוח / שיירי טהרה / כללי מקואות / חידושי רבי ראובן	שלמה בן אדרת / קארגויא, מנחם מענדל / רבינוביץ, שמחה יואל הכהן / אריק, מאיר / מצקין, צבי דב / גרוזובסקי, ראובן	מפעל על מסכת		1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
		על מסכת נדה - חידושי ופסקי הרשב״ץ / הלכות נדה לרא״ה / חוסן ישועות / מתן בסתר / פני אריה	דוראן, שמעון בר צמח / אהרן בן יוסף הלוי / מייזלש, יצחק / סיניגאליאה, יעקב שמשון שבתי / צינץ, אריה ליב	אורייתא		1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
3703	2.11	על מסכת נזיר - ברכת ראש / שפת אמת / לקט הקוצרים	אשכנזי, אשר הכהן / אלטר, יהודה אריה ליב / רוקח, פינחס מיכאל			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
		על מסכת סנהדרין - סנהדרי קטנה / עיניים למשפט	בורנשטיין, אברהם יהושע העשיל / אריאלי, יצחק			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
673	2.3.1	על מסכת עבודה זרה - לחם סתרים / בנין שלמה / מחצית השקל / יין המשמח	אלגאזי, שלמה / מז, נתן / קעלין, שמואל הלוי / צונץ, אריה לייב			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
		על מסכת פסחים - שו״ת וחידושי הרשב״א / חידושי מהר״ם חלאווה / אור חדש / אהל דוד / הגהות מהרי״פ פערלא 	שלמה בן אדרת / חלאווה, משה / קליר, אלעזר / דייטש, דוד / פערלא, ירוחם פישל			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- ראשונים	19.4							
931	1.7	על מסכת קידושין - חידושי הרא״ה / עצמות יוסף / חידושי מהרי״ט / חמדת שלמה	אהרן בן יוסף הלוי / אבן עזרא, יוסף בן יצחק / מטראני, יוסף / פויזנר, שלמה זלמן			1	3/17/2019	EB	FALSE	needs binding	מפרשי הש״ס - ליקוטים -- אחרוני זמנינו	19.4							
105	3.3	על מסכת ראש השנה - פירוש הרמב״ם / ש״מ / תרועת מלך / קרבן ראשית	משה בן מיימון / פעסיס, נתן צבי הירש / זוסמנוביץ, יוסף / מרגליות, יהודה ליב			1	3/19/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- ראשונים	19.4							
		על מסכת שבועות - נימוקי יוסף / אהל דוד / מלאכת בצלאל / חקרי לב	חביבא, יוסף / דייטש, דוד / לוריא, משה בצלאל / חזן, רפאל יוסף			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
		על מסכת שבת - חידושי וביאורי הגר״א / תוספת שבת / מגן אבות	קרימר, אליהו / מייזלש, רפאל / בנעט, מרדכי			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
		על מסכת שבת - עץ הדעת טוב / אשי ישראל / בן אורי	מייזלש, עוזיאל / איסרליין, ישראל איסר / מילר, אורי			1	3/18/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
		על מסכת תמורה - מלאכת חושב / תמורת תודה / לקט הקוצרים	לוריא, משה בצלאל / וועבר, מרדכי אליעזר / רוקח, פינחס מיכאל			1	3/19/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
2883	2.3	עמ״ס סוטה - מנחת קנאות / מחול הכרם / תורת הקנאות / כרם נטע	אריק, מאיר / לנדא, נתן נטע / לוריא, משה בצלאל 			1	3/17/2019	EB	FALSE		מפרשי הש״ס - ליקוטים -- אחרונים	19.4							
		אמרי משה	סאקאלאווסקי, משה			1	3/17/2019	EB	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.5							
3386	2.3	אפיקי ים	ראבינאוויץ, יחיאל מיכל			1	3/17/2019	EB	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.5							
		אפיקי ים השלם 	ראבינאוויץ, יחיאל מיכל	תפארת התורה		1	3/17/2019	EB	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.5							
		בהקבץ - חידושי רבי אלחנן	וסרמן, אלחנן בונם	ישיבת אור אלחנן		1	3/15/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		גליונות קהלות יעקב - על הש״ס	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
621	2.2.2	דברי יחזקאל	ברשטין, יחזקאל הלוי			1	3/17/2019	EB	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.5							
3395	2.3	זכרון שמואל	רוזובסקי, שמואל			1	3/17/2019	EB	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.5							
3453	2.7	חידושי הגרח״ס והגריי״ר	סאלאווייצ׳יק, חיים הלוי / רבינוביץ, יצחק יעקב			1	3/17/2019	EM	FALSE	move to other GRACH	מפרשי הש״ס - אחרונים אוחרים על מסכתות	19.5							
2004	7.2	חידושי ושיעורי מרן רבי ברוך בער - כתובות / ב״ק / ב״ב	לייבאוויץ, ברוך דוב	דפוס תורה גראפיק		1	3/17/2019	EB	FALSE	needs spinal taping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
4402	2.6	חידושי ושיעורי מרן רבי ברוך בער - נשים ב'	לייבאוויץ, ברוך דוב	דפוס תורה גראפיק	ב	1	3/15/2019	EB	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
1976	7.3	ספר דברי יחזקאל	יחזקאל הלוי			2		EM	FALSE	where is second copy?	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		ספר שערי ישר השלם - שערים -- א-ד	שקאפ, שמעון יהודה הכהן / יעקבזון, שלמה		א		12/01/2021	AL	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.5							
		ספר שערי ישר השלם - שערים -- ה-ז	שקאפ, שמעון יהודה הכהן / יעקבזון, שלמה		ב		12/02/2021	AL	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.5							
		קהלות יעקב - בבא בתרא / סנהדרין	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
725	2.3.2	קהלות יעקב - בבא מציעא	קניבסקי, יעקב ישראל			1	3/17/2019	EB	FALSE	needs binding and new spine	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3502	2.7	קהלות יעקב - בבא קמא / בבא בתרא	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3295	2.5	קהלות יעקב - בבא קמא / בבא מציעא -- מהדורא חדשה	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3448	2.7	קהלות יעקב - ברכות / זרעים	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE	needs spinal taping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3451	2.7	קהלות יעקב - גיטין / סנהדרין	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE	needs binding and new spine	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קהלות יעקב - גיטין / קידושין -- מהדורא חדשה	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE	needs binding and new spine	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קהלות יעקב - זבחים / מנחות	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3441	2.7	קהלות יעקב - חולין / בכורות	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3444	2.7	קהלות יעקב - טהרות	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קהלות יעקב - יבמות / כתובות	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3447	2.7	קהלות יעקב - מכות / שבועות / ע״ז / הוריות	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3439	2.7	קהלות יעקב - נדרים / נזיר / סוטה	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קהלות יעקב - סוכה / ביצה / ר״ה	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3582	2.7	קהלות יעקב - ערכין / תמורה / כריתות / מעילה	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3736	2.7	קהלות יעקב - שבת / עירובין	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3416	2.7	קהלות יעקב / פסחים / יומא	קניבסקי, יעקב ישראל			1	3/17/2019	EM	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קובץ הוספות - מרבינו הגר״א וסרמן	וסרמן, אלחנן בונם	מכון ברית התורה		1	3/15/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו ענינים	19.5							
		קובץ הערות למסכת יבמות / שו״ת הרשב״א	וסרמן, אלחנן בונם			1	3/15/2019	EB	FALSE	 needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קובץ שיעורים - א 	וסרמן, אלחנן בונם				12/11/2021	AL	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קובץ שיעורים - ב	וסרמן, אלחנן בונם				12/12/2021	AL	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קובץ שעורים - א 	וסרמן, אלחנן בונם		א	2	3/15/2019	EB	FALSE	needs binding badly	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קובץ שעורים - א 	וסרמן, אלחנן בונם		א	1	3/13/2019	EB	FALSE	needs labeling	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קובץ שעורים - א 	וסרמן, אלחנן בונם		א	3	3/13/2019	EB	FALSE	was rebound, needs retaping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קובץ שעורים - ב	וסרמן, אלחנן בונם		ב	2	3/13/2019	EB	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קובץ שעורים - ב	וסרמן, אלחנן בונם		ב	1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		קונטרוס דברי סופרים - מילואי דעת סופרים	וסרמן, אלחנן בונם / שאר ישוב, חיים יהושע / הלפרין, ישראל מאיר	מכון דעת סופרים		1	3/15/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו ענינים	19.5							
2002	7.2	שיעורי הגרב״ד - יבמות / נדרים / גיטין / קידושין / בבא מציעא	לייבאוויץ, ברוך דוב / פרנקל, ידידיה הלוי			1	3/17/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		שיעורי מרן הגר״ד - פסחים	א' מתלמידי הגר״ד פוברסקי			1	3/17/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		שיעורי רבי אלחנן - בבא מציעא / בבא בתרא	וסרמן, אלחנן בונם / קרביץ, שאול			1	3/15/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		שיעורי רבי שמואל - יב -- סנהדרין ב	רוזובסקי, שמואל		יב		3/17/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
1573	7.3	שיעורי רבי שמעון יהודה הכהן שקאפ - בבא מציעא	שקאפ, שמעון יהודה הכהן / שושן, אליעזר	פלדהיים		1	3/15/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
		שעורי הגר״ש רוזובסקי - כתובות / נדרים	רוזובסקי, שמואל			1	3/13/2019	EB	FALSE	never labeled / stencils	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
1924	2.3	שעורי הגר״ש רוזובסקי - פסחים / בבא קמא / סנהדרין	רוזובסקי, שמואל 			1	3/15/2019	EB	FALSE	needs spinal taping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.5							
3404	2.7	חזון איש - אהע״ז / נשים	קרליץ, אברהם ישעיה			1	2/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		חזון איש - או״ח / מועד	קרליץ, אברהם ישעיה			1	2/13/2019	EB	FALSE	newer version	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
475	2.3.1	חזון איש - אורח חיים / מועד	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		חזון איש - בבא בתרא	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		חזון איש - בבא מציעא	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		חזון איש - בבא קמא	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
4102	2.3	חזון איש - ברכות / קדושין	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		חזון איש - גיטין	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE	needs spinal taping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		חזון איש - זבחים	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
700	2.3.2	חזון איש - זרעים	קרליץ, אברהם ישעיה			1	2/13/2019	EB	FALSE	newer version CATEGORY?	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
660	2.3.1	חזון איש - זרעים	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
3475	2.7	חזון איש - חו״מ / נזיקין	קרליץ, אברהם ישעיה			1	2/13/2019	EB	FALSE	newer version	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
3474	2.7	חזון איש - טהרות	קרליץ, אברהם ישעיה			1	2/13/2019	EB	FALSE	newer version	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		חזון איש - יורה דעה	קרליץ, אברהם ישעיה			1	2/13/2019	EB	FALSE	newer version	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		חזון איש - יורה דעה	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
4143	2.7	חזון איש - כתובות	קרליץ, אברהם ישעיה				3/26/2019	EB	FALSE	needs spinal taping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
4224	2.7	חזון איש - נדרים / נזיר	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		חזון איש - סנהדרין / מכות / שבועות	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
253	2.3.1	חזון איש - עירובין -- מחיצות / פשר חזון	קרליץ, אברהם ישעיה / רוטנברג, ישראל				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		חזון איש - פסחים	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
3476	2.7	חזון איש - קדשים	קרליץ, אברהם ישעיה			1	2/13/2019	EB	FALSE	newer version	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
4103	2.3	חזון איש - שבת	קרליץ, אברהם ישעיה				3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		שיעורי רבי שמואל - א			א				FALSE	Do we have these chalakim?	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		שיעורי רבי שמואל - ב -- יבמות ב	רוזובסקי, שמואל		ב	1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
1192	12.4.5	שיעורי רבי שמואל - ה -- גיטין	רוזובסקי, שמואל		ה	1	3/11/2019	EB	FALSE	moved to belnofsky 12/27/2021	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		שיעורי רבי שמואל - ה -- גיטין	רוזובסקי, שמואל		ה	2			FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
3233	2.5	שיעורי רבי שמואל - ו -- קידושין	רוזובסקי, שמואל		ו	1	3/11/2019	EB	FALSE	moved to belnofsky 12/27/2021	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		שיעורי רבי שמואל - ו -- קידושין	רוזובסקי, שמואל		ו	2			FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		שיעורי רבי שמואל - ז			ז				FALSE	Do we have these chalakim?	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
3234	2.5	שיעורי רבי שמואל - ח -- בבא מציעא	רוזובסקי, שמואל		ח	1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
1800	2.3.3	שיעורי רבי שמואל - ט -- בבא בתרא	רוזובסקי, שמואל		ט	1	3/11/2019	EB	FALSE	moved to belnofsky 12/27/2021	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
432	2.3.3	שיעורי רבי שמואל - י -- בבא בתרא ב	רוזובסקי, שמואל		י	1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		שיעורי רבי שמואל - י -- בבא בתרא ב	רוזובסקי, שמואל		י	2			FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		שיעורי רבי שמואל - יא -- סנהדרין א	רוזובסקי, שמואל		יא	1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
		שיעורי רבי שמואל - יג -- מכות 	רוזובסקי, שמואל		יג	1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
4317	2.7	שעורי רבי שמואל - ג			ג				FALSE	Do we have these chalakim?	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
3629	2.7	שעורי רבי שמואל - ד			ד				FALSE	Do we have these chalakim?	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.6							
5560	2.3	דברות משה - בבא מציעא א	פיינשטיין, משה	דפוס בלשן	א	1	3/12/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
695	2.3.2	חדושי רבי שמואל - גיטין / קידושין	רוזובסקי, שמואל			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
3731	2.7	חדושי רבי שמואל - יבמות / כתובות	רוזובסקי, שמואל			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
778	12.B5.2	חדושי רבי שמואל - פסחים	רוזובסקי, שמואל			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		חידושי ר' גדלי' - א -- זרעים / מועד / נשים / נזיקין	נדל, גדליהו		א	1	3/12/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		חידושי ר' גדלי' - ב -- טהרות / שביעית / בבא מציעא / קונטרוס אחרון	נדל, גדליהו		ב	1	3/12/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
726	2.3.2	חידושי רבי ראובן - א -- בבא קמא / בבא מציעא / בבא בתרא / סוכה	גראזאווסקי, רפאל ראובן	דפוס אלון	א	1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
4295	2.7	חידושי רבי ראובן - ב -- יבמות / נדרים 	גראזאווסקי, רפאל ראובן		ב	1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
5964	6.3	חידושי רבי ראובן - ג -- כתובות / גיטין	גראזאווסקי, רפאל ראובן		ג 	1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		חידושי רבי שלמה	היימן, שלמה			1	3/13/2019	EB	FALSE	needs spinal repairs	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
1930	2.3	חידושי רבי שלמה	היימן, שלמה	הוצאת אוצר הספרים		1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
5060	12.4.1	מקדש דוד - זרעים טהרות וקונטרס	ראפאפארט, דוד הכהן	ישיבת אור אלחנן		1	3/12/2019	EB	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.7							
3585	2.7	מקדש דוד - קדשים א-ב וקונטרס	ראפאפארט, דוד הכהן	ישיבת אור אלחנן		1	3/12/2019	EB	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.7							
843	7.3.0	מתורת רבי אריה ליב - בבא מציעא  (שנים אוחזין / איזהו נשך) / שיחות מוסר	מאלין, אריה ליב			1	3/12/2019	EB	FALSE	his seforim need to be together	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
5661	11.3	נחלת משה - בבא בתרא	רוטשטיין, עוזיאל משה	דפוס ״הד״ בע״מ		1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		נחלת משה - בבא מציעא	רוטשטיין, עוזיאל משה	דפוס ״הד״ בע״מ		1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		נחלת משה - בבא קמא א	רוטשטיין, עוזיאל משה	דפוס ״הד״ בע״מ	א	1	3/13/2019	EB	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		נחלת משה - גיטין	רוטשטיין, עוזיאל משה	דפוס ״הד״ בע״מ		2	3/13/2019	EB	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		נחלת משה - קידושין	רוטשטיין, עוזיאל משה	דפוס ״הד״ בע״מ		1	3/13/2019	EB	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
1953	7.3	ספר ברכת אברהם - בבא בתרא	ארלנגר, אברהם			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
459	2.3.1	ספר ברכת אברהם - בבא מציעא	אברהם ארלנגר			2	3/13/2019	EB	FALSE	second copy	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת אברהם - בבא מציעא	אברהם ארלנגר			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת אברהם - בבא קמא	ארלנגר, אברהם			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת אברהם - בבא קמא -- מהדו״ק ותניינא	אברהם ארלנגר			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת אברהם - ביצה / מכות	ארלנגר, אברהם			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
2847	2.3	ספר ברכת אברהם - ברכות 	ארלנגר, אברהם			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
1460	2.3	ספר ברכת אברהם - גיטין / מפתח כללי	אברהם אררלנגר			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת אברהם - כתובות -- מהדורא תנינא	אברהם ארלנגר			1	3/13/2019	EB	FALSE	needs spinal taping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת אברהם - מסכת חגיגה, סוטה, עם מפתח כללי לכל ספרי ספר ברכת אברהם	אברהם ארלנגר			2	3/13/2019		FALSE	is there a second copy	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
