5319	מס' מיון	שם הספר	שם המחבר	הוצאה	כרך	מס' עתי'	Date	Initials	Is Bound	Comments	קטיגורי	מס׳ מדף							
		ספר ברכת אברהם - סנהדרין / מפתח כללי	אברהם ארלנגר			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת אברהם - פסחים עם קונטרס הגדה של פסח	ארלנגר, אברהם			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת אברהם - קידושין עם קונטרס אחרון	ארלנגר, אברהם						FALSE	from shoresh move 11/25/21 need labeling	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
398	3.1	ספר ברכת אברהם - קידושין עם קונטרס אחרון	אברהם ארלנגר			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת אברהם - שבת א	ארלנגר, אברהם		א	1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת אברהם - שבת ב	ארלנגר, אברהם		ב	1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
4781	11.3	ספר ברכת שמואל - א -- יבמות / קידושין / ב״ק	לייבאוויץ, ברוך דוב		א	2	12/1/2021	AL	Yes	from shoresh move 11/25/21	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת שמואל - ב -- בבא מציעא	לייבאוויץ, ברוך דוב		ב	2	12/1/2021	AL	FALSE	from shoresh move 11/25/21	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת שמואל - ג -- גיטין / נדרים	לייבאוויץ, ברוך דוב		ג	2	12/1/2021	AL	FALSE	from shoresh move 11/25/21	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		ספר ברכת שמואל - ד -- בבא בתרא / כתובות	לייבאוויץ, ברוך דוב		ד	2	12/1/2021	AL	FALSE	from shoresh move 11/25/21	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.7							
		צמח דוד - על שו״ת רע״א	ראפאפארט, דוד הכהן	ישיבת אור אלחנן		1	3/12/2019	EB	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.7							
		אגלי טל השלם	בורנשטיין, אברהם			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרונים אוחרים ענינים	19.8							
		חדושי הגר״ח השלם עם מפתחות על הש״ס - ענינים	סולובייצ׳יק, חיים הלוי			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
3955	10.4	חדושי הגר״ח על הש״ס	סולובייצ׳יק, חיים הלוי			1	3/11/2019	EB	FALSE	older copy of stencils/ needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		חדושי רבי אריה ליב [מאלין] על הש״ס - א	מאלין, אריה לייב		א	1	3/12/2019	EB	FALSE	needs spinal work	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		חדושי רבי אריה ליב [מאלין] על הש״ס - ב	מאלין, אריה לייב		ב	1	3/12/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
5583	7.6	חדושי רבי נחום - בבא בתרא	פרצוביץ, נחום			1	3/11/2019	EB	FALSE	was rebound by EB	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		חדושי רבי נחום - בבא מציעא	פרצוביץ, נחום			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		חדושי רבי נחום - בבא קמא	פרצוביץ, נחום				11/26/2021	AL	FALSE	needs label from shorsh move	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		חדושי רבי נחום - בבא קמא	פרצוביץ, נחום			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		חדושי רבי נחום - גיטין	פרצוביץ, נחום			1	3/11/2019	EB	FALSE	needs taping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		חדושי רבי נחום - יבמות	פרצוביץ, נחום			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
1604	1.5	חדושי רבנו הגרי״ז הלוי - א-ב	סולובייצ׳יק, יצחק זאב הלוי		א-ב	1	3/11/2019	EB	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
4321	2.7	חדושי רבנו הגרי״ז הלוי - ג-ד	סולובייצ׳יק, יצחק זאב הלוי		ג-ד	1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
3924	10.4	חידושי הגר״ח מבריסק בסוגיות הש״ס - מסכת בבא מציעא	סולובייצ׳יק, חיים הלוי	אורייתא		1	3/11/2019	EB	FALSE	needs taping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
3743	2.7	חידושי ר' שמעון יהודא הכהן - בבא קמא / בבא מציעא / בבא בתרא	שקאפ, שמעון יהודה הכהן			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
4336	2.7	חידושי ר' שמעון יהודא הכהן - יבמות / כתובות	שקאפ, שמעון יהודה הכהן	אופסט מוריה		1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
3310	2.7	חידושי ר' שמעון יהודא הכהן - נדרים / גיטין / קידושין	שקאפ, שמעון יהודה הכהן	אופסט מוריה		1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		חידושי רבנו הגרי״ז הלוי - נזיר	סולובייצ׳יק, יצחק זאב הלוי	מישור		1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
453	2.3.1	חידושי רבנו הגרי״ז הלוי - סוטה / ענינים בסוגיות הש״ס	סולובייצ׳יק, יצחק זאב הלוי	מישור		1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
	12.6.4	יהגה האריה	פומרנצ'יק, ארי'			1	3/12/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		לב אריה - חולין	אריה יהודה בן עקיבא			1	3/12/2019	EB	FALSE	when did he live?	מפרשי הש״ס - אחרונים אוחרים על מסכתות	19.8							
4328	2.2	עמק ברכה	פומרנצ'יק, ארי'			1	3/12/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו ענינים	19.8							
213	10.3	קונטרס הביאורים / שערי שמועות - ב -- כתובות	שפירא, משה שמואל	ישיבת באר יעקב	ב	1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
3593	2.3	קונטרס הביאורים / שערי שמועות - ח -- בבא בתרא	שפירא, משה שמואל	ישיבת באר יעקב	ח	1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		קונטרסי שעורים - בבא מציעא	גוסטמאן, ישראל זאב			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
709	2.3.2	קונטרסי שעורים - בבא קמא	גוסטמאן, ישראל זאב			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		קונטרסי שעורים - גיטין	גוסטמאן, ישראל זאב			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
3312	2.7	קונטרסי שעורים - יבמות	גוסטמאן, ישראל זאב			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		קונטרסי שעורים - קידושין	גוסטמאן, ישראל זאב			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
5219	12.6.1	שיעורי רבי נחום - שיעורים כללים -- בבא מציעא / בבא בתרא	פרצוביץ, נחום			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
4316	2.2	שיעורי רבי נחום - שיעורים כללים -- יבמות / גיטין	פרצוביץ, נחום			1	3/11/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
3781	2.7	שעורי רבי שלמה - נשים / נזיקין / חולין	היימן, שלמה	מכון זכרון שלמה		1	3/11/2019	EB	FALSE	needs taping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		תורת זרעים	פומרנצ׳יק, ארי'			1	3/12/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.8							
		אילת השחר - בבא מציעא	שטיינמן, אהרן יהודה לייב			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
1284	12.6.1	אילת השחר - גיטין	שטיינמן, אהרן יהודה לייב			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		אילת השחר - זבחים א	שטיינמן, אהרן יהודה לייב		א	1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
1448	2.1	אילת השחר - כתובות	שטיינמן, אהרן יהודה לייב			1	5/6/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		אילת השחר - מכות / שבועות	שטיינמן, אהרן יהודה לייב			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		אילת השחר - קדושין	שטיינמן, אהרן יהודה לייב			1	11/30/2021	AL	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
5573	2.1	אסיפת שיעורים - בבא בתרא	לוריא, רפאל משה			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
5531	2.1	אסיפת שיעורים - בבא מציעא	לוריא, רפאל משה			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		אסיפת שיעורים - בבא קמא	לוריא, רפאל משה			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		אסיפת שיעורים - מסכת גיטין / מסכת נדרים	לוריא, רפאל משה			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
3379	2.5	אסיפת שיעורים - מסכת יבמות / הלכות פריה ורביה / הלכות אישות 	לוריא, רפאל משה			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
6220	7.4	אסיפת שיעורים - מסכת כתובות / הלכות כתובות	לוריא, רפאל משה			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		אסיפת שיעורים - מסכת קידושין / הלכות קידושין	לוריא, רפאל משה			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
632	2.2.2	אסיפת שיעורים - שבת / פסחים / עניני המועדים	לוריא, רפאל משה			1	3/13/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		בית אהרון - בבא קמא / בבא מציעא	וואלקין, אהרן			1	3/10/2019	EB	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
2529	7.1	בית אהרון - כתובות / גיטין	וואלקין, אהרן			1	3/13/2019	EB	FALSE	needs binding	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
2278	9.2	בית אהרן - חידושים עמ״ס כתובות 	וואלקין, אהרן	מכון המאור		1	3/13/2019	EB	FALSE	needs labeling	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		הערות במסכת יומא	אלישיב, יוסף שלום (לפי הבנת תלמידיו)			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
5818	6.2	הערות במסכת כתובות - א 	אלישיב, יוסף שלום (לפי הבנת תלמידיו)		א	1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		הערות במסכת סוטה	אלישיב, יוסף שלום (לפי הבנת תלמידיו)			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
5497	12.5	הערות במסכת פסחים	אלישיב, יוסף שלום (לפי הבנת תלמידיו)			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		הערות במסכת ראש השנה	אלישיב, יוסף שלום (לפי הבנת תלמידיו)			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		הערות במסכת שבועות	אלישיב, יוסף שלום (לפי הבנת תלמידיו)			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		הר צבי - בבא קמא	פראנק, צבי פסח			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		הר צבי - נדרים / נזיר / סוטה / גיטין / קידושין	פראנק, צבי פסח			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		מנחת שלמה - בבא קמא א	אויערבאך, שלמה זלמן	הוצאת אוצרות שלמה	א	1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
1826	3.1	מקדש דוד - קדשים א-ב / מנחת מרדכי	רפפורט, דוד הכהן / עליאש, מיכאל יחיאל			1	3/10/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו ענינים	19.9							
3428	2.7	עטרת מנשה - סוטה	לונדינסקי, נחום	מכון סופרים	סוטה	1	3/10/2019	EB	FALSE	needs binding/unwarping	מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
		צפנת פענח - מסכת סנהדרין	ראזין, יוסף	מכון צפנת פענח		1	3/19/2019	EB	FALSE		מפרשי הש״ס - אחרוני זמנינו על מסכתות	19.9							
